Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
"Truppen, mit dem Zusa tze, dass noch andere Scharmützel, alle zum Vortheile der ersteren, vorgefallen sind; dass auch ihre Anzahl täglich an wächst und es das Ansehen gewinnt, dass sie sich gefasst machen, den General Gage anzugreifen, der aber ein Haupt treffen sorgfältig vermeidete, und sich zu Boston bis zur Ankunft des aus Europa erwarteren Succurs zu verschanzen schien; dass die Einwohner, weil sie sich ꟾin die Stadt eingesperrt sehen, erbittert wären, und an verschiedenen Orten Feuer ange legt hätten: gleichwohl sey grosser Ueber fluss daselbst, und in der ganzen Kolonie sowohl, als in den benachbarten Provin zen legte man sich mit mehrerem Eifer, als jemals, auf den Feldbau.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Auch sind Gewehr und Munition nicht rar bey ihnen.| Neapel den 6 Brachm.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der Wett streit der Kämpfer, und Adelheid von Gueselin wurden zum Jnnhalt gewählet.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Gegen 400 Kombarsen, und 30 Pferde erschienen auf dem letzten, welcher all gemeinen Beyfall erhielt.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Am  war Pferderennen, Abends Ball in dem Thea ter zu  Karl.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Briefe von Strassburg geben, dass aus Beysorge einer Aufruhr die Besatzung un ter Waffen, und zwey Soldaden vor je den Brodladen gesetzt worden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Aus Languedoc vernimmt man, dass am  April im Thale von Arne ein star kes Erdbeben verspürt worden.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Oberoffiziers, und rührendem Spiele.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"kroatischen Freystadt Agram angestellt geweste orientalische Dollmetsch Herr Johann Nepomuk  Ehinger den  Jän ner   mit Todt abgegangen, und habe ver mög Testament seine Frau Gemablin, gebohr ne Kirchwegerin  Hohenbrun, zur Universaler bin der ganzen Verlassenschaft eingesetzet; wann nun zur ordentlichen Abhandlung dieser Verlas senschaft das Æsalienuro zu wissen erfoderlich seyn will, als werden alle hieran Theilnehmen de zur Anmeld Legitimir und Liquidirung ihihrer| rerexquacunquecausaveltitulo habenden Sprüche oder Schulbfoderung bey obgenannten löbl.",74,74_ungarn_juden_hungarn_erben,"['ungarn', 'juden', 'hungarn', 'erben', 'abwesend', 'verstorbenen', 'herrschaft', 'hiemit', 'johann', 'platzerischen']",,ungarn - juden - hungarn - erben - abwesend - verstorbenen - herrschaft - hiemit - johann - platzerischen,False
"Da nun aber dieser ersterwähnter Mauritius Ranft selt dem Jahre 1743 abwesend und unwissend wäre, so hat uns der Georg Ranft gehorsam gebeten, seinen erstgesagten Bruder durch ein Edikt einzuberufen, es wird daher er Mauritius Stephan Ranft, dessen Erben, Gläubiger, oder Cessionarien von unten gesetzten Dato an bin nen 1 Jahr 6 Wochen und 3 Täg bey unser und gemeiner Stadt Pupillenraitkammer sich alssgewiss zu melden, und ihre Sprüche und Foderungen entweder selbst, ober durch genug sam Bevollmächtigte zu liquidiren haben, wie im widrigen sothanes väter und mütterliches Erbgut den nächsten Befreundten unbedenklich verabfolget, und den etwan existirenden Gläu bigern das ewige Stillschweigen auferlegt wer den würde.",191,191_reitter_juden_reitterin_erben,"['reitter', 'juden', 'reitterin', 'erben', 'abwesend', 'wochen', 'jahr', 'binnen', 'rosalia', 'tod']",,reitter - juden - reitterin - erben - abwesend - wochen - jahr - binnen - rosalia - tod,False
"Hauptmannswittwe Frau Elisabeth von Klaas ruckgebliebenen Verlassenschafttitulo hæreditatishaereditatis,creditiautalioquocunque ei nige Sprüche und Anforderung haben, oder zu machen vermeinen, durch Ausfertigung gewöhn licher Valvaledikten einberufen werden sollen Wann nun zu diesem Ende der  März 1776 fruh um 9 Uhr in dieses   JudiciiDelegati militarisMixti in der Wallnerstrasse im Kai serhaus im ersten Stock befindlichen Kanzley zu erscheinen bestimmet worden  Solche n nach werden alle und jede etwa vorhandene Eli sabeth von Klaasische Erbsinteressenten und Gläu biger an obbestimmten Tag und Stund entwe der selbst persönlich oder durch genugsam instru irte Bevollmächtigte alsogewiss erscheinen, und thre etwa habende Sprüche, oder andere, wie immer Namen haben mögende, und an diese Verlassenschaft zu stellen vermeinende Prätensio nen anzumelden, und Rechtsbeständig zu liquidir auch respekt.",191,191_reitter_juden_reitterin_erben,"['reitter', 'juden', 'reitterin', 'erben', 'abwesend', 'wochen', 'jahr', 'binnen', 'rosalia', 'tod']",,reitter - juden - reitterin - erben - abwesend - wochen - jahr - binnen - rosalia - tod,False
"Von der   Herrschaft Eckhartsau und Ess ling wegen, wird hiemit der vor mehr als 30 Jahren in Ungarn verreisten Maria Anna Michlerin, zu Eckhartsau gebürtig, und dem vermuthlich vor 40 Jahren in das Soldatenle ben gerathenen Mathias Pinselirsch von Mans dorf, beede in   gebürtig, oder allen falls derselben ehelichen Descendenten kund und zu wissen gemacht, dass für diesen 47  27  3 , und für jene 54  1  Erbschaftsgel der ausfindig gemacht worden, und derselben Seitenerben auf die Zutheilung dringen.",74,74_ungarn_juden_hungarn_erben,"['ungarn', 'juden', 'hungarn', 'erben', 'abwesend', 'verstorbenen', 'herrschaft', 'hiemit', 'johann', 'platzerischen']",,ungarn - juden - hungarn - erben - abwesend - verstorbenen - herrschaft - hiemit - johann - platzerischen,False
"Dem von den Russen wäh renden Krieg eingesetzt und nachgehends be stättigten, jüngst aber wie gemeldt worden, von den Vornehm sten der Crim wieder abgesetzt und ver triebenen, und deswegen sich hieher ge flüchteten Tartar Chan ist der Grosssul tan sehr gnädig begegnet, der ihm dann auch zu seinem sicheren Aufenthalte einen nahe in Asien gelegenen Ort angewiesen hat; an seine Stelle haben die Crimder jenen erwählt, welcher noch zur Kriegs zeit vom Türken mit einer Flotte geschickt wurde die Tartarey wieder zu erobern.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Obwohl nun bey dieser Gelegenheit kein Aufstand wider die Russen daselbst gewe sen, wie der Ruf war, so hat die Sach doch bey den Russen grosse Aufmerksam keit verursacht.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Man hört, dass die noch da und dort in der Türkey sich befinden de Russen auf allerhand Weis von dem Türken aufg⟨e⟩halten, auch viele mit Ge walt beschnitten werden.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Zweytes Schreiben in hebräischer Sprache des Scheick Bengualid von eben die sein Orte, und Tage.",200,200_juden_vlies_rabbiner_platz,"['juden', 'vlies', 'rabbiner', 'platz', 'judenhaus', 'judengässel', 'goldenen', 'gentschitz', 'röcke', 'formulare']",,juden - vlies - rabbiner - platz - judenhaus - judengässel - goldenen - gentschitz - röcke - formulare,False
"Sobald Seine Majestät zu Schiffe aus Stockholm den  May nach Abo gekommen waren, ordneten Sie de ro Oberhofstallmeister und Ordens Ober ceremonienmeister, Herrn Grafen von Löwenhaupt, nach Moskau ab, um bey Jhrer kaiserl.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Erwehnter Herr Graf ist in Begleitung des Kapitain und Ritters vom Schwerdt orden, Herrn Liljehorn, den  dieses allhier eingetroffen, von wannen er sich nach einer kurzen Rast auf den weitern Weg nach Moskau begeben.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Die Werbungen im Königreiche zur Ausfüllung der Lücken bey den verschie denen Regimentern, aus welchen Deta schementer nach Amerika versendet wer den, gehen gut von statten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der umständliche Bericht, den der Ge neral Gage von dem am  April zwischen seinen Truppen und den Amerika nern vorgefallenen Scharmützel hieher gegefertigt| fertigt hat, ist endlich am  eingetrof fen, und der Hof hat denselben sofort am folgenden Tage bekannt machen las  Er ist folgenden Jnhalts: Nach dem der General in Erfahrung gebracht hatte, dass zu Concord eine grosse Men ge Ammunition zusammen gebracht wä re, um ein Korps Militz, so wider die königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Truppen aufzutretten bistimmet war, damit zu versehen, beorderte er am  Abends, die Grenadiers, und leichte Jnfanterie von seiner Armee un ter der Anführung des Oberstlieutenants Smith und des Majors Pitcairne, von dem Seevolke dahin, mit dem Befehle, gedachten Kriegsvorrath zu verheeren.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Als der Oberstlieutenant Smith einige eng lische Meilen auf seinem Marsche zurück gelegt hatte, fand er das Land im vol lem Lärm, hörte auch Kanonenschüsse, und die Sturmglocken läuten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Als ihnen hier die Land leute unter dem Gewehre zu Gesicht ka men, setzten sie denselben zu Leibe, und fragten, was sie zu ihrer Zusammenrot tung veranlasste.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Nach diesem Ansalle von Seiten der Rebellen, gaben die Truppen ebenfalls Feuer auf dieselbe, rödteten ih rer viele, marschirten nach Concord, führten den Auftrag aus, um dessen wil len sie eigentlich dahin beordert worden, zerschlugen die Laveten von dreyen eiser nen Kanonen, verbrannten andere neue Laveten nebst einer grossen Anzahl Rä der, und schmissen eine grosse Menge Mehl, Pulver, Kugeln und andere Sachen ins Wasser.Wahrenddassdieses geschah, liefen die Rebellen von allen Seiten zusammen, und ein starker Hau fen von ihnen grif die an einer von den Brücken postirte leichte Jnfanterie an, worauf es zum Treffen kam, und einige dabey getödtet, andere aber blessirt wur  Bey der Wiederauftrettung der Truppen zu Concord wurden sie von den Rebellen, die sich hinter Mauren und Bäume und in die Graben versteckt und in Hinterhalt gelegt hatten, sehr beun ruhigt, und bekamen viele Todten und Verwundeten; da aber die Brigade un ter den Befehlen des Lords Percy mit 2 Feldstücken zu ihnen gestossen war, wur den die Meutlinge in dem Augenblick zer streuet.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Sobald nun die Truppen ihren Marsch wieder anhoben, fieng das Feuern von Seiten der Rebellen wieder an, und solches hatten sie eine Strecke von 15 Meilen wieder auszustehen, wodurch ih nen viele Mannschaft getödtet und ver wundet wurde.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Jn dieser Relation rühmt der General Gage die Aufführung der Officiere überhaupt, und setzt hinzu, die Truppen hätten mit ihrer gewöhnlichen Unerschrockenheit gefochten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Nach einem Verzeichnisse, so er von seinem bey diesem Auftritte erlittenen Verluste eingesandt hat, ist 1 Lieutenant geblie ben; hingegen 2 Oberstlieutenants, 2 Kapitains, 9 Lieutenants verwundet, und einer vermisset, 2 Fähnriche ver wundet, 1 Sergeant getödtet, 7 ver wundet und 2 vermisset; 32 Gemeine, und 1 Tambour getödtet, 157 Gemeine nebst 1 Tambour verwunder, und 24 Soldaten vermisset.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Nur ein Korps von 15000 Mann sey ha selbst zurückgelassen worden, um auf das Thun und Lassen des General Gage zu wachen; er habe den Bostoniern erlaubt, die Stadt zu räumen, aber mit Hinter lassung ihres Gewehrs, und unter der Zusage, dass sie nicht von den Soldaten molestiret werden sollten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Das Volk lief sogleich zusammen, bemeisterte sich der Festungs werke, und der Ammunition in der Ci tadelle, machte die Besatzung zu Kriegs gefangenen, und erklärte die Entschlies sung, seinen Brüdern zu Massachuset nicht nur allein kräftig zur Hilfe zu stehen, sondern ihre Rechte und Freyheiten mit threm Gut und Blut zu handhaben, wor auf sie sofort die Hände an das Regie rungsruder gelegt haben.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Und der Fürst Woywode von Russland, Fürst Czartaryski hat sich am Monntage von hier nach Willamow begeben, wo er sich einige Wochen aushalten, alsdenn aber nach Pulaw gehen wird, um bis auf den Herbst daselbst zu bleiben.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Vor 14 Tagen hat sich bey Etsesch un weit Hatwan auf einer Pferdweide ein wütender Wolf sehen lassen, welcher sei ne Wuth an verschiedenen Pferden merklich in Ausübung gebracht.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Er liess seine Pferde auftretten, das Thier aber verfolgte diesen Mann, und war Willens sogar auf den Wagen zu sprin gen, wenn dasselbe von dem Fahrenden nicht mit einer Peitsche wäre abgehalten wörden.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Bartensteinischen Herr schaft Rastenberg wird hiemit jedermänniglich zu vernehmen gegeben: Wasgestalten man sich genöthiget finde,überdasnachdemunterm|  März   Todes verbliechenen Johann Nepomuk Huber, Jägern allhier, rückgebliebene sämtliche Vermögen, obgehindert der allschon unterm  Juni beschehenen EdictalCitation, einen nochmaligen ConcuriumCreditorum an zuordnen, und hiezu den     zur Anmeld und Liquidirungstagsatzung proterminoultimocumclausulapræclusipraecusi zu bestim  Es werden demnach all und jede, welche an gedachten Johann Nepomuk Huber ex quocunquetitulo Sprüche und Foderungen ha ben, oder allenfalls zu stellen vermeinen, an verbestimmten Tag früh um Uhr entweder persönlich, oder per mandatarium wohl in struirter in hiesiger Herrschaftskanzley peremtorie zu erscheinen, und ihre Foderungen also gewiss anzubringen, und zu liquidiren haben, wie im widrigen den Ausbleibenden das ewi ge Stillschweigen auferlegt seyn soll.",74,74_ungarn_juden_hungarn_erben,"['ungarn', 'juden', 'hungarn', 'erben', 'abwesend', 'verstorbenen', 'herrschaft', 'hiemit', 'johann', 'platzerischen']",,ungarn - juden - hungarn - erben - abwesend - verstorbenen - herrschaft - hiemit - johann - platzerischen,False
"dahin bittlich angelanget, dass, weilen zwar gedacht ihr leiblicher Vater von seiner abgelebten Gross mutter, Dorothea Helferin, gewest   Ar cierswittib, vermög des von ihr rückgelässenen unterm  Sept. 1758 bereits publicirten Te staments legitimælegitimaenomine 400  ererbet, da hingegen hierumen sich nicht bis anher gemel det, sondern sogar von ohngefehr 1741 bis heu tigen Tages dargestalten abwesend, und unwis send wäre, dass ohngehindert all angewendter Sorgfalt nicht erforschet werden könnte, ob er noch bey Leben, oder allenfalls in dieser Zwi schentzeit Todtes verfahren sey, derselbe also perEdictumadValvas obiger ihme gebühren den 400  halber ordnungsmässig verständiget, im widrigen aber gleichgedachtes Kapital una cumsuacausa ihr Gesuchstellern als einzig eheleblicher Tochter, und Jntestaterbin verab folget werden möchte.",191,191_reitter_juden_reitterin_erben,"['reitter', 'juden', 'reitterin', 'erben', 'abwesend', 'wochen', 'jahr', 'binnen', 'rosalia', 'tod']",,reitter - juden - reitterin - erben - abwesend - wochen - jahr - binnen - rosalia - tod,False
"Stadt Stein ist nächst dem golden Lämmelwirthshaus ein gut gebau tes Haus, samt der darauf haftenden Bäcken gerechtigkeit täglich zu verkaufen; Die Liebha ber hiezu können sich des mehrern wegen bey Franz Anton Pfänl, burgerl.",112,112_verkaufen_täglich_haus_juden,"['verkaufen', 'täglich', 'haus', 'juden', 'deutschen', 'freyer', 'aussicht', 'wohlgebau', 'alltäglich', 'gebautes']",,verkaufen - täglich - haus - juden - deutschen - freyer - aussicht - wohlgebau - alltäglich - gebautes,False
"Wir geniessen noch nicht die Früchte des zwischen Russland, und der Pforte geschlosse nen Friedens.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Dieser Tagen kam der russische Ober ste Mozenego in Gesellschaft des gelehr ten Herrn Cosmus Mori von Zante hier an, setzte aber bald darauf seinen Weg nach Petersburg fort.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Seine Leute hätten aber so tapfere Gegenwehr geleistet, dass die Feinde unverrichter Dingen abziehen müs  Doch hätten sie bald darauf unweit der Jnsel Sassino ein anderes kleines Schif erbeutet.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Truppen gerichtet wer den soll.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der Ausschuss zu Newark hat einstimmig beschlossen,GutundBlut für die Handhabung der amerikanischen Freyheit zu wegen, allen Einwohnern solches einzuflössen, den Kapitains von der Militz anzuempfehlen, dass sie ihre Kompagnien wenigst einmal in der Woche exerciren: zu sorgen, dass ihre Leu te mit Gewehr und Munition versehen seyen, und alle Hausväter und Meister zu ersuchen, dass sie ihre Kinder, und Lehrlinge in den Kriegsübungen anfüh ren mögen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die Versammlung zu Con necticut hat eine Akte gemacht, um ehe stens 6 Regimenter unter den Befehlen des Obersten Woosten, Putnam, Gared, Spencer, Hiuman, Parsons und Wa terbury aufzurichten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Der erste soll als Generalfeldwachtmeister, und die zween folgenden als General Brigadiers bey die sem Korps stehen.| Hamburg den  Brachm.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Heute ist die grosse Salbungsfeyerlich keit vor sich gegangen.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Derselbe hatte einen gold stoffenen Chorrock an und ritte auf ei nem weissen Pferd aus dem Marstalle des Königs, welches durch zwey Stall knechte geführet wurde, unter einem Himmel, welcher durch die Ritter der heil.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Bartensteinischen Herr schaft Rastenberg wird hiemit jedermänniglich zu vernehmen gegeben: Wasgestalten man sich genöthiget finde, über das nach dem unterm  März   Todes verbliechenen Johann Nepomuk Huber, Jägern allhier, rückgebliebene sämtliche Vermögen, ohngehindert der allschon unterm  Juni beschehenen  EdictalCitation, nochmaligen ConcursumCreditorum an zuordnen, und hiezu den     zur Anmeld und Liquidirungstagsatzung proterminoultimocumclausulapræclusipraeclusi zu bestim  Es werden demnach all und jede, welche an gedachtem Johann Nepomuk Huber ex quocunquetitulo Sprüche und Foderungen ha ben, oder allenfalls zu stellen vermeinen, an vorbestimmten Tag früh um 8 Uhr entweder persönlich, oder permandatarium wohl in struirter in hiesiger Herrschaftkanzley peremtorie zu erscheinen, und ihre Foderungen also gewiss anzubringen, und zu liquidiren haben, wie im widrigen den Ausbleibenden das ewi ge Stillschweigen auferlegt seyn soll.",74,74_ungarn_juden_hungarn_erben,"['ungarn', 'juden', 'hungarn', 'erben', 'abwesend', 'verstorbenen', 'herrschaft', 'hiemit', 'johann', 'platzerischen']",,ungarn - juden - hungarn - erben - abwesend - verstorbenen - herrschaft - hiemit - johann - platzerischen,False
"Aus Hallifax wird berichtet, es sey aus Boston die Nachricht einge gangen, dass in der Gegend letzterer Stadt an die 40 bis 50000 Mann Militz versammelt, und schlüssig wären, nicht nur allein einen Sturm auf dieselbe zu wagen, und den General Gage daraus zu verdrängen, sondern auch versuchen würden, die in dem dasigey Hafen lieliegenden| genden  Schife in Brand zu stecken.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Zu Philadelphia, wo das Volk bisher eine Art von Neutralität beobachtet hat, sind endlich unterschiedliche Kompagnien Militz aufgerichtet worden, die sich täglich in den Waffen üben.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Von Neuschottland bis Georgia haben alle die Waffen ergriffen, und sind von einem bewunderungswürdigen Eifer be lebt, ihre Rechte und Freyheiten zu be haupten, oder bey der Verfechtung der selben umzukommen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Diesemnach wird der Hof, wie man ver sichert, 6 neue Regimenter auf dem Etablissemente von Jrland, nämlich 4 Jnfanterie, 1 Bergschotten und 1 leich ter Reuterey nach Boston beorderen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Die Befehle sind bereits an den Vicekönig in Jrland ergangen, die nöthigen Anstal ten zur Einschiffung dieser Kriegsvölker zu machen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Auch lässt die Regierung ei ne grosse Menge Gewehrs und Kriegs munition nach der Armee des Generals Gage abgehen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Er hat verschie dene neue Werker anlegen, und andere Sicherheitsanstalten vorkehren lassen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
